[flow_timeseries,1.0.0] - (,datetime,site_name,site_nodeuuid,site_internal_id,longitude,latitude,device_kind,flow) 
[flow_timeseries,1.0.0] - (120,2025-08-08 06:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.6555556) 
[flow_timeseries,1.0.0] - (121,2025-08-08 06:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.75555557) 
[flow_timeseries,1.0.0] - (122,2025-08-08 06:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.90000004) 
[flow_timeseries,1.0.0] - (123,2025-08-08 06:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.97777784) 
[flow_timeseries,1.0.0] - (124,2025-08-08 07:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.8888889) 
[flow_timeseries,1.0.0] - (125,2025-08-08 07:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.0444444) 
[flow_timeseries,1.0.0] - (126,2025-08-08 07:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.0555556) 
[flow_timeseries,1.0.0] - (127,2025-08-08 07:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.2222223) 
[flow_timeseries,1.0.0] - (128,2025-08-08 08:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.0444444) 
[flow_timeseries,1.0.0] - (129,2025-08-08 08:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.4111111) 
[flow_timeseries,1.0.0] - (130,2025-08-08 08:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.3666667) 
[flow_timeseries,1.0.0] - (131,2025-08-08 08:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.3000001) 
[flow_timeseries,1.0.0] - (132,2025-08-08 09:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,1.2777778) 
